avg_red,avg_green,avg_blue,std_red,std_green,std_blue,green_ratio,disease_ratio,brown_ratio,yellow_ratio,texture_contrast,texture_energy,brightness,saturation,label,treatment
109.7273,71.8462,48.8578,33.934,41.2951,18.7558,0.2706,0.3255,0.2229,0.1088,0.0496,0.2711,78.411,0.4466,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
103.1618,84.4592,44.3701,42.083,34.3992,25.2828,0.201,0.3601,0.2939,0.1252,0.0755,0.2935,87.147,0.454,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
104.3016,102.2871,59.3177,43.4414,37.8603,28.3174,0.1772,0.2927,0.2367,0.0852,0.0504,0.3332,104.5479,0.4588,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
178.6859,157.2441,147.5112,30.4795,22.4343,35.5534,0.191,0.2957,0.0637,0.1519,0.0318,0.3458,169.5193,0.1421,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
160.7894,147.79,149.3564,24.7594,21.5089,25.3992,0.1209,0.2245,0.0821,0.1071,0.0258,0.4602,146.6752,0.1838,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
167.0931,153.1231,149.164,26.6029,23.2936,29.3764,0.1741,0.2753,0.0527,0.0844,0.0458,0.467,147.394,0.2028,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
121.6059,95.8582,60.5035,41.3221,37.7148,32.7359,0.3005,0.3164,0.1899,0.061,0.0498,0.2584,96.0453,0.4389,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
102.0224,97.6829,72.7697,31.6901,28.9649,20.6988,0.6841,0.0516,0.0269,0.0527,0.0217,0.3425,97.1662,0.4585,Healthy,No treatment needed. Continue regular maintenance and monitoring.
100.1041,92.9602,40.6217,31.5077,36.4605,27.7761,0.2841,0.3172,0.2867,0.1191,0.0746,0.246,68.8135,0.4842,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
114.4413,83.8234,49.2826,48.1277,39.6084,28.6722,0.2203,0.3091,0.1111,0.0854,0.0771,0.221,85.3126,0.4665,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
118.018,93.7152,44.1314,38.5216,27.891,27.5949,0.2441,0.262,0.2166,0.0909,0.0851,0.2195,99.275,0.4987,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
101.3578,103.3829,56.7904,41.6135,31.2002,26.6127,0.2411,0.337,0.3434,0.0531,0.0334,0.2308,91.3938,0.4166,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
109.7503,118.987,60.2422,37.0611,34.6018,26.8095,0.465,0.0928,0.0463,0.0497,0.0259,0.4836,100.7963,0.5395,Healthy,No treatment needed. Continue regular maintenance and monitoring.
123.8295,86.1856,41.7096,48.1515,52.5305,25.4859,0.1409,0.2999,0.2864,0.0638,0.0781,0.1982,71.4424,0.4806,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
149.3825,106.3781,51.9504,40.1155,30.1103,19.5503,0.121,0.5016,0.1845,0.2502,0.0472,0.2245,113.8829,0.4648,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
103.3623,144.9739,50.7544,22.012,33.3649,24.1462,0.5897,0.0639,0.0602,0.0687,0.0241,0.3781,93.1685,0.4986,Healthy,No treatment needed. Continue regular maintenance and monitoring.
92.3497,98.204,68.5181,41.96,37.3216,36.8279,0.2516,0.2379,0.12,0.1341,0.0401,0.3557,71.4593,0.279,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
113.4035,129.8906,78.4685,32.4199,36.329,27.9381,0.3569,0.1394,0.1403,0.0768,0.0482,0.3307,102.6691,0.4071,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
72.9806,130.7835,77.9769,33.2042,32.1441,27.2903,0.6619,0.1077,0.0512,0.0171,0.0235,0.3957,103.9519,0.5581,Healthy,No treatment needed. Continue regular maintenance and monitoring.
72.2186,130.4216,53.9049,29.0651,35.2832,27.1188,0.5444,0.0946,0.0513,0.0,0.0153,0.3742,82.9031,0.556,Healthy,No treatment needed. Continue regular maintenance and monitoring.
111.4572,112.7839,70.8074,60.8248,48.2299,37.6782,0.407,0.2237,0.1742,0.1984,0.0668,0.3346,91.8159,0.4243,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
76.6033,138.2097,58.8767,28.8952,38.0708,28.03,0.5076,0.0627,0.0445,0.0,0.0124,0.4347,111.4497,0.5051,Healthy,No treatment needed. Continue regular maintenance and monitoring.
172.0404,161.5816,149.905,18.0951,24.3582,28.5994,0.1688,0.2192,0.0531,0.134,0.0147,0.5089,159.8384,0.1783,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
104.1448,134.9761,71.5385,31.5439,38.8695,34.0783,0.361,0.1266,0.1203,0.1844,0.0376,0.3672,95.9449,0.3978,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
106.1523,99.446,54.4235,38.1405,34.1696,22.5635,0.1499,0.2546,0.2649,0.1282,0.0705,0.1647,82.7944,0.4139,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
118.6205,87.017,51.7737,45.5072,42.5511,27.2659,0.2074,0.3234,0.2257,0.0856,0.071,0.3208,85.2463,0.4192,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
124.368,95.6371,53.5277,30.0731,36.8911,31.8775,0.2421,0.3232,0.1822,0.0908,0.0574,0.2424,100.6604,0.4964,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
170.2362,151.6626,117.1549,23.0685,25.1748,36.114,0.1573,0.2756,0.0658,0.1018,0.0374,0.387,149.2481,0.1795,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
169.1852,172.7326,142.946,23.9793,18.1815,29.5843,0.2129,0.2973,0.0701,0.0783,0.0142,0.3952,151.9566,0.1675,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
100.1215,101.0889,59.943,35.1882,46.9673,40.0404,0.3477,0.2015,0.1281,0.1205,0.0297,0.331,81.3214,0.3438,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
99.0494,96.8759,61.0258,48.3197,42.5314,23.7527,0.2036,0.3708,0.2435,0.1267,0.07,0.2837,62.2663,0.4877,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
90.9606,132.926,66.4769,37.6151,33.8292,24.0635,0.6763,0.103,0.0406,0.0409,0.0177,0.3614,97.4196,0.4052,Healthy,No treatment needed. Continue regular maintenance and monitoring.
114.0523,77.92,51.046,45.2463,42.9261,19.4066,0.2858,0.4517,0.2705,0.0689,0.0561,0.2581,87.4342,0.4813,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
101.1057,83.438,30.9199,40.9133,45.5969,27.9203,0.2314,0.306,0.2999,0.0964,0.0789,0.2208,78.2503,0.4292,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
103.0091,147.7533,56.5135,28.2537,33.3918,33.307,0.5806,0.0929,0.0706,0.0348,0.0187,0.3721,94.284,0.5178,Healthy,No treatment needed. Continue regular maintenance and monitoring.
64.6845,133.5249,50.1141,24.4821,35.8995,30.568,0.6235,0.0329,0.0302,0.0488,0.0151,0.371,100.5005,0.4619,Healthy,No treatment needed. Continue regular maintenance and monitoring.
115.0398,86.5215,61.1856,51.4219,34.867,26.4373,0.1746,0.2793,0.2204,0.0806,0.0494,0.259,84.4223,0.4461,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
104.1341,122.2956,50.0861,19.233,31.8052,19.7076,0.6814,0.1103,0.0362,0.075,0.0249,0.367,70.0059,0.6575,Healthy,No treatment needed. Continue regular maintenance and monitoring.
133.201,82.7943,57.6409,40.1159,36.1716,30.0171,0.3113,0.4002,0.2159,0.0892,0.0547,0.2873,93.5159,0.4451,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
98.1678,122.5562,53.0879,51.753,52.762,24.2103,0.2961,0.0535,0.1074,0.185,0.0552,0.3126,105.5543,0.3962,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
153.0521,90.0052,56.4691,30.7017,31.5759,21.6229,0.2406,0.4746,0.0757,0.2695,0.0287,0.2513,102.4452,0.6454,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
99.775,87.1352,40.1047,48.139,49.9146,28.7779,0.1246,0.2549,0.3094,0.0455,0.064,0.2155,84.5307,0.4819,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
96.3623,113.134,53.0057,25.9637,40.8647,35.9487,0.2597,0.2835,0.142,0.0837,0.0403,0.4291,82.0595,0.3764,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
106.5697,112.7542,73.7026,39.8355,40.671,25.093,0.3425,0.2441,0.244,0.0538,0.0575,0.2388,96.5788,0.4082,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
145.0413,135.4272,131.106,28.231,31.3214,34.5828,0.2223,0.246,0.0252,0.0818,0.0279,0.3951,155.5469,0.1977,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
151.7158,153.9696,139.0892,25.3213,35.098,31.8543,0.0986,0.2229,0.0214,0.0868,0.0141,0.3764,139.7928,0.1954,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
119.4906,96.1831,43.4441,43.3294,35.9432,28.4323,0.1682,0.4329,0.1519,0.3417,0.0456,0.2929,102.657,0.5092,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
165.955,172.794,148.4575,28.2382,26.1761,22.4842,0.1382,0.2727,0.0598,0.1176,0.0434,0.4563,167.5889,0.1838,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
111.2145,137.0963,53.9155,40.289,55.3971,37.1804,0.3539,0.2118,0.1313,0.3714,0.0717,0.2475,89.7234,0.4513,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
112.5466,115.4918,56.5485,45.8815,48.0897,24.1575,0.2526,0.2059,0.0717,0.1747,0.0675,0.3161,103.5433,0.3968,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
86.895,83.2149,51.0429,42.5093,39.8881,26.7747,0.2369,0.3616,0.2528,0.1199,0.0331,0.3218,65.1597,0.4153,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
71.3949,90.8851,83.6154,35.081,43.0075,34.6824,0.3034,0.1963,0.1513,0.1258,0.054,0.3548,87.0576,0.3251,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
135.1541,99.4677,66.0277,40.9709,37.7261,24.3103,0.2804,0.2313,0.1956,0.0369,0.0683,0.3087,76.1579,0.5167,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
83.2879,108.0486,51.485,46.4753,42.9878,30.3702,0.1286,0.3395,0.2575,0.0601,0.0554,0.2158,94.9658,0.5739,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
111.3367,122.6507,60.5884,58.4667,45.9706,25.6008,0.3497,0.2601,0.103,0.3089,0.0634,0.264,98.7628,0.3863,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
93.0605,93.6225,37.9776,40.7992,31.7571,25.8273,0.186,0.3674,0.3041,0.1477,0.0297,0.2266,82.2722,0.5076,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
94.0401,140.7174,72.8975,33.3659,34.3077,20.1028,0.5333,0.0545,0.0384,0.0418,0.0283,0.3958,83.0412,0.5467,Healthy,No treatment needed. Continue regular maintenance and monitoring.
140.1414,107.5426,53.083,37.7712,30.5902,16.2291,0.244,0.463,0.2007,0.3426,0.0564,0.3179,102.9887,0.5888,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
65.7351,86.8244,46.881,50.932,38.8611,24.1448,0.1996,0.2333,0.2872,0.0128,0.0796,0.2674,71.6643,0.5397,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
140.5277,96.6952,44.4544,32.9664,34.6188,27.9875,0.1894,0.3656,0.082,0.3224,0.0526,0.2525,98.0486,0.5324,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
99.3138,115.3999,46.1689,33.8024,39.7726,38.4075,0.3029,0.1177,0.1329,0.0878,0.0278,0.2966,96.34,0.4129,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
172.8334,154.9503,142.2172,24.0083,27.2795,26.6197,0.2197,0.2373,0.0516,0.1009,0.0253,0.4364,149.6264,0.1987,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
86.4767,131.702,56.154,44.6985,46.008,31.5514,0.2758,0.1746,0.1159,0.1181,0.0526,0.4087,93.595,0.3077,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
106.3561,145.8356,64.2583,43.548,64.9285,29.8442,0.3748,0.1622,0.0281,0.1296,0.0212,0.3845,96.9308,0.3738,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
92.9025,165.1531,58.2305,26.0085,28.1034,22.0763,0.5473,0.1338,0.0396,0.0345,0.0199,0.4275,120.2693,0.4881,Healthy,No treatment needed. Continue regular maintenance and monitoring.
120.9013,104.6597,64.996,37.0033,36.2528,24.9097,0.3027,0.3938,0.1902,0.0083,0.0551,0.3165,94.301,0.4714,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
152.6657,145.0113,134.0988,33.7092,23.403,34.5344,0.165,0.2631,0.0758,0.0771,0.0249,0.5029,164.8459,0.2116,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
159.6424,161.295,135.9672,26.0752,18.9578,26.5611,0.1529,0.2313,0.0415,0.0787,0.0179,0.4474,154.1749,0.1118,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
82.2937,81.6447,71.1316,38.9732,39.35,29.3257,0.3279,0.1958,0.1706,0.1693,0.0496,0.3603,81.6787,0.3831,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
104.0781,143.6111,73.9959,23.2894,28.1709,24.4041,0.5902,0.1339,0.0641,0.0251,0.0149,0.4292,85.3529,0.6177,Healthy,No treatment needed. Continue regular maintenance and monitoring.
90.8945,129.6296,58.606,33.6983,25.4532,30.2732,0.5558,0.0677,0.0482,0.0292,0.0113,0.4398,95.4133,0.5466,Healthy,No treatment needed. Continue regular maintenance and monitoring.
94.6855,120.3968,64.7636,32.5274,40.301,36.0386,0.5814,0.0647,0.0495,0.0,0.0165,0.3636,89.7591,0.5291,Healthy,No treatment needed. Continue regular maintenance and monitoring.
66.1322,88.9797,50.8984,45.7038,36.8957,28.7958,0.1529,0.4423,0.3558,0.0632,0.0662,0.2136,79.8129,0.5984,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
116.6272,88.8545,78.4853,38.56,35.8558,29.6633,0.316,0.3775,0.3104,0.0952,0.0473,0.2697,92.4627,0.5534,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
125.2954,102.1933,58.7926,33.8025,35.93,21.3012,0.3059,0.3884,0.3924,0.086,0.0513,0.2543,97.4052,0.458,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
87.3326,129.7025,63.3848,28.523,35.8423,30.2704,0.4695,0.1142,0.0763,0.0276,0.0094,0.3557,107.9699,0.5186,Healthy,No treatment needed. Continue regular maintenance and monitoring.
97.0747,134.6425,50.837,34.8259,38.1066,36.7327,0.3213,0.2295,0.1304,0.0827,0.0521,0.3619,99.3242,0.4132,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
76.9713,111.3934,73.33,36.6328,38.3015,33.3561,0.3283,0.2367,0.172,0.1294,0.0406,0.2937,95.4876,0.3834,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
137.7096,92.4722,55.3618,45.3072,35.4911,22.5101,0.2994,0.3163,0.245,0.064,0.0746,0.2449,103.6963,0.3626,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
92.2574,91.605,49.6477,58.465,52.8896,25.0137,0.2529,0.3513,0.2094,0.0361,0.0954,0.2543,88.998,0.4873,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
123.0778,97.0655,58.4469,53.8447,46.9988,26.311,0.207,0.3048,0.269,0.0514,0.0743,0.2569,78.5435,0.5033,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
108.7477,131.9435,54.0503,48.1238,59.6413,32.6986,0.3871,0.2328,0.0745,0.1708,0.0715,0.2749,85.0328,0.4801,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
73.1136,126.5055,60.9965,27.4826,27.2467,25.2743,0.465,0.0942,0.0316,0.061,0.0161,0.3671,103.1352,0.4461,Healthy,No treatment needed. Continue regular maintenance and monitoring.
104.397,108.3858,66.5906,43.1095,36.7928,33.8671,0.3103,0.3462,0.1605,0.1004,0.0489,0.2346,87.2258,0.4207,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
116.7983,84.5419,61.9015,45.3703,43.2385,26.4606,0.2612,0.2976,0.2254,0.1404,0.0787,0.2141,87.2476,0.4541,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
100.8326,105.1713,53.3825,32.4035,39.3117,34.5139,0.12,0.2382,0.0861,0.0677,0.0659,0.2742,99.136,0.5015,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
151.3858,164.5504,147.8527,26.1596,30.264,27.3061,0.1725,0.2548,0.0394,0.1091,0.0162,0.4723,155.4664,0.1592,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
115.5378,115.7438,57.5663,46.1643,31.6497,29.1478,0.2301,0.2817,0.1792,0.048,0.0855,0.3333,105.3629,0.3889,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
95.8061,101.0224,49.1711,47.69,31.4168,29.0132,0.3555,0.2484,0.0851,0.2023,0.0617,0.306,108.861,0.4684,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
134.1765,106.6663,51.652,43.9905,27.8792,29.6464,0.1879,0.3641,0.1139,0.4619,0.0524,0.216,107.7753,0.5961,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
99.7534,121.218,57.5597,36.5583,35.7908,28.4435,0.3823,0.2535,0.2688,0.122,0.0525,0.2689,81.7095,0.4398,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
116.5872,111.2773,64.661,43.424,34.4247,26.2647,0.2453,0.2172,0.2621,0.0774,0.0422,0.1873,69.3792,0.4985,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
120.4938,91.7107,36.2316,36.1055,35.8479,30.4728,0.2651,0.4474,0.3327,0.084,0.0577,0.2435,78.9564,0.3695,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
147.1647,82.9955,38.3312,36.6006,31.0201,22.7676,0.212,0.3467,0.1671,0.4034,0.0664,0.1731,105.1936,0.5393,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
103.2576,132.1402,56.4345,50.6389,47.2049,22.7631,0.4163,0.1729,0.0592,0.1894,0.0556,0.2979,101.1899,0.4698,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
118.5137,130.0938,36.8359,59.2583,48.6542,31.9602,0.2481,0.2838,0.0644,0.2416,0.0823,0.261,112.8504,0.4316,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
126.1593,93.5211,66.4817,39.3131,47.9897,21.1011,0.2459,0.3114,0.306,0.0857,0.0635,0.234,93.435,0.4407,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
97.6546,130.6567,41.4453,47.0757,35.6026,26.4817,0.3385,0.2453,0.1015,0.2085,0.0417,0.2851,88.8678,0.387,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
91.5049,98.4608,43.9333,50.4104,41.9207,24.4079,0.234,0.2923,0.1074,0.0901,0.0567,0.3188,81.2127,0.419,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
168.3905,135.7083,136.6446,24.4912,26.8913,16.3877,0.1866,0.1925,0.0665,0.0585,0.0232,0.4063,144.4767,0.161,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
87.2211,136.7459,49.4807,47.6276,58.1524,24.3892,0.2564,0.1816,0.1485,0.2997,0.0813,0.3313,89.7768,0.5174,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
81.7065,93.9333,39.9625,51.8797,35.0045,24.5626,0.1819,0.3705,0.2888,0.0504,0.0895,0.1665,70.6546,0.4351,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
81.8258,104.9421,66.3542,23.8037,35.2997,26.1095,0.6589,0.0407,0.0,0.0337,0.029,0.4296,97.0966,0.4905,Healthy,No treatment needed. Continue regular maintenance and monitoring.
112.9426,133.9218,53.8556,56.8355,33.7309,24.7185,0.3098,0.2365,0.0726,0.213,0.0606,0.2889,104.223,0.4654,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
140.364,109.8579,44.7192,35.7303,41.4523,22.2208,0.3224,0.2825,0.1277,0.302,0.0614,0.266,102.7943,0.4824,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
114.0797,120.5917,56.4885,45.0528,60.1897,44.213,0.2833,0.2377,0.1029,0.187,0.0575,0.2566,84.7796,0.4403,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
76.909,121.8098,70.9808,40.1442,37.4095,25.3388,0.227,0.1354,0.1343,0.1791,0.0344,0.3552,79.8125,0.359,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
170.6536,171.7818,149.3741,24.1384,25.5645,22.3751,0.1746,0.207,0.0739,0.2029,0.034,0.3204,151.3877,0.1849,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
115.958,87.0208,43.8974,43.9042,43.8422,26.1142,0.1715,0.3031,0.2458,0.054,0.0466,0.2521,86.0889,0.4651,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
174.137,141.51,148.4025,21.1994,25.4243,33.539,0.1536,0.2585,0.0517,0.1282,0.0319,0.4228,170.5835,0.2065,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
142.117,156.757,153.938,24.2605,18.977,34.1997,0.2474,0.2177,0.0504,0.1206,0.043,0.394,141.6755,0.2053,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
145.1779,93.2305,50.9196,48.3987,36.7105,29.669,0.1437,0.3108,0.1842,0.3159,0.0631,0.2494,92.1882,0.5372,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
68.9367,145.3938,53.9414,38.5969,44.9626,21.9334,0.506,0.1058,0.0423,0.0291,0.0201,0.3032,94.8616,0.4786,Healthy,No treatment needed. Continue regular maintenance and monitoring.
113.8019,71.045,50.0386,58.2965,41.4053,30.4175,0.239,0.2685,0.3717,0.06,0.0718,0.1735,87.1509,0.5304,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
158.48,148.3866,122.9668,21.5702,25.7929,31.6263,0.1859,0.2349,0.0787,0.1025,0.0356,0.3313,115.776,0.1914,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
127.0966,101.4255,62.893,42.0311,33.9038,31.5524,0.3456,0.3005,0.1699,0.0943,0.0522,0.294,85.9258,0.5382,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
82.9479,104.6843,72.0993,31.8378,43.4632,35.6024,0.3322,0.2513,0.0929,0.1573,0.033,0.2924,96.2569,0.4108,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
107.0579,100.9166,57.585,36.1448,52.8559,33.6221,0.3816,0.169,0.1048,0.2282,0.0766,0.2654,73.4722,0.4373,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
106.9084,107.3687,52.6459,47.5866,45.0052,40.0147,0.2736,0.1796,0.0771,0.2522,0.0452,0.2695,108.0214,0.4322,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
114.9024,86.5475,35.0323,54.1299,31.3422,20.2702,0.1911,0.3451,0.3011,0.0487,0.0879,0.2426,89.312,0.5472,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
85.0614,131.4812,45.8463,27.8968,33.2864,21.7909,0.5371,0.0921,0.0877,0.0335,0.0213,0.377,75.8123,0.5184,Healthy,No treatment needed. Continue regular maintenance and monitoring.
114.6333,120.6972,60.7688,34.6379,34.9937,31.6874,0.3625,0.2327,0.1945,0.1677,0.042,0.3571,90.3805,0.2936,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
145.4916,105.2547,37.5232,40.3879,41.9838,23.7799,0.2216,0.3703,0.1632,0.345,0.0561,0.2367,102.923,0.5788,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
